date,load
2021-04,119.105057
2021-05,121.1313484
2021-06,119.9135393
2021-07,116.7295797
2021-08,116.1613305
2021-09,118.1310914
2021-10,121.4597105
2021-11,125.985689
2021-12,128.9629368
2022-01,132.6326106
2022-02,141.5295766
2022-03,145.831189
2022-04,146.6892794
2022-05,144.1779882
2022-06,150.1818066
2022-07,146.4654255
2022-08,143.3516086
2022-09,142.693528
2022-10,139.2528155
2022-11,137.3852406
2022-12,138.169792
2023-01,134.5332441
2023-02,129.3505669
2023-03,126.787044
2023-04,122.5537523
2023-05,118.6857906
