date,load
2011-03,163.1108184
2011-04,162.7870129
2011-05,162.4030085
2011-06,160.7759031
2011-07,156.053259
2011-08,151.4822886
2011-09,147.8201659
2011-10,137.990686
2011-11,144.9603689
2011-12,140.453486
2012-01,144.3284295
2012-02,148.3352885
2012-03,152.4733822
2012-04,156.2915661
2012-05,144.3966071
2012-06,135.257979
2012-07,138.5571295
2012-08,138.3126085
2012-09,136.9261605
2012-10,124.8974686
2012-11,121.5218111
2012-12,118.380955
2013-01,124.2797298
2013-02,125.5491153
2013-03,122.3818303
2013-04,120.6359957
2013-05,121.0459034
2013-06,120.6812342
2013-07,116.2209894
2013-08,111.8949261
2013-09,112.9169306
2013-10,116.0393248
2013-11,121.9691431
2013-12,120.3833534
2014-01,115.5799218
2014-02,120.8404433
2014-03,125.3836158
2014-04,121.5300711
2014-05,119.1770664
2014-06,115.2223008
2014-07,110.6286441
2014-08,101.6475475
2014-09,98.55103414
2014-10,100.0911531
2014-11,100.8511652
2014-12,97.89217479
2015-01,95.00028402
2015-02,95.17969087
2015-03,92.61521887
2015-04,91.8674194
2015-05,94.48970767
2015-06,95.89016086
2015-07,90.42870704
2015-08,82.29450233
2015-09,81.96055841
2015-10,87.75636592
2015-11,85.12934523
2015-12,86.68116764
2016-01,85.29061011
2016-02,92.15099038
2016-03,97.34258928
2016-04,101.1691503
2016-05,99.55578662
2016-06,97.92695257
2016-07,94.90251071
2016-08,102.3861208
2016-09,104.31962
2016-10,101.8468449
2016-11,106.1611242
2016-12,110.2594339
2017-01,112.1922396
2017-02,107.9693246
2017-03,101.5909486
2017-04,97.57779106
2017-05,101.96249
2017-06,97.4725676
2017-07,96.65921196
2017-08,99.16145506
2017-09,103.8349664
2017-10,102.676751
2017-11,103.8529041
2017-12,97.96306014
2018-01,98.25150285
2018-02,95.60057001
2018-03,95.35511881
2018-04,94.02173461
2018-05,92.15273547
2018-06,89.33342532
2018-07,86.89950739
2018-08,84.43017309
2018-09,82.33424365
2018-10,81.32798869
2018-11,76.59059714
2018-12,76.83532726
2019-01,80.25798759
2019-02,81.78416354
2019-03,78.41404559
2019-04,79.11210045
2019-05,78.50147759
