date,load
2011-03,134.2794232
2011-04,136.4202439
2011-05,135.1633393
2011-06,134.955868
2011-07,133.1989661
2011-08,132.9764676
2011-09,130.4093699
2011-10,125.7190211
2011-11,126.119292
2011-12,122.0612877
2012-01,122.401387
2012-02,125.3829266
2012-03,125.7632492
2012-04,124.3810221
2012-05,119.0406551
2012-06,115.8700589
2012-07,122.1287742
2012-08,123.3538562
2012-09,125.2230452
2012-10,124.0415128
2012-11,123.6386605
2012-12,122.8647553
2013-01,123.3904553
2013-02,123.2519543
2013-03,122.8879324
2013-04,122.8715607
2013-05,122.0916012
2013-06,120.9232668
2013-07,117.8992147
2013-08,116.1534228
2013-09,116.4053667
2013-10,118.7531969
2013-11,118.6788562
2013-12,118.1952032
2014-01,116.2244044
2014-02,118.4705098
2014-03,122.1023335
2014-04,121.4568414
2014-05,121.3047573
2014-06,119.2949881
2014-07,116.3746815
2014-08,113.0235495
2014-09,109.3497745
2014-10,109.3553704
2014-11,108.2368348
2014-12,105.1499412
2015-01,100.7119592
2015-02,98.45041149
2015-03,95.60566822
2015-04,94.69689517
2015-05,95.0304851
2015-06,94.54320673
2015-07,93.80322138
2015-08,89.56419417
2015-09,89.01970146
2015-10,90.36950869
2015-11,87.70669525
2015-12,87.06100573
2016-01,84.86123842
2016-02,86.04638342
2016-03,87.42220494
2016-04,89.17734607
2016-05,90.58383942
2016-06,93.83605926
2016-07,92.97317259
2016-08,95.29472433
2016-09,96.08610043
2016-10,95.92635655
2016-11,95.79927862
2016-12,95.08635695
2017-01,97.70243056
2017-02,98.11906988
2017-03,96.24032816
2017-04,95.13627144
2017-05,97.39986983
2017-06,97.96606697
2017-07,100.2324052
2017-08,99.33833022
2017-09,99.88713332
2017-10,98.91213223
2017-11,98.93420858
2017-12,96.40606602
2018-01,96.8029473
2018-02,97.8753092
2018-03,99.04206624
2018-04,98.55799183
2018-05,98.67277159
2018-06,96.95099172
2018-07,95.1351791
2018-08,95.96957618
2018-09,94.23943041
2018-10,93.30885216
2018-11,92.19553425
2018-12,92.24960346
2019-01,93.31506032
2019-02,94.00982725
2019-03,93.15841497
2019-04,93.61137017
2019-05,94.26766426
2019-06,95.40499303
2019-07,95.14701488
2019-08,94.08417736
2019-09,93.36863477
2019-10,95.24734977
2019-11,98.62617561
2019-12,101.0067847
