date,load
2011-03,145.5318466
2011-04,151.7317547
2011-05,150.8932882
2011-06,147.1299422
2011-07,140.4752203
2011-08,144.8670897
2011-09,140.4802034
2011-10,133.1265985
2011-11,130.8952076
2011-12,124.4155535
2012-01,127.2394788
2012-02,131.1384203
2012-03,130.6055665
2012-04,129.1105265
2012-05,126.3042147
2012-06,125.3278911
2012-07,143.8969628
2012-08,147.0592985
2012-09,146.7645116
2012-10,146.452611
2012-11,148.4845581
2012-12,146.3961944
2013-01,145.1817665
2013-02,142.2832108
2013-03,139.9416789
2013-04,134.8538489
2013-05,136.3803021
2013-06,133.7595801
2013-07,126.4414652
2013-08,119.2319695
2013-09,116.7059963
2013-10,118.7228306
2013-11,117.963352
2013-12,117.8644606
2014-01,117.0124097
2014-02,119.6743269
2014-03,125.4151419
2014-04,125.4909023
2014-05,125.2467695
2014-06,118.7482054
2014-07,112.1751115
2014-08,110.3858843
2014-09,107.3949105
2014-10,108.1507191
2014-11,109.2612328
2014-12,110.8638758
2015-01,105.8896521
2015-02,101.592417
2015-03,99.51076054
2015-04,98.20055191
2015-05,95.71345666
2015-06,96.69148609
2015-07,98.93239069
2015-08,91.86674518
2015-09,90.47227511
2015-10,91.70451155
2015-11,90.46318838
2015-12,89.44360642
2016-01,87.55250113
2016-02,87.27615063
2016-03,86.45483322
2016-04,88.4067689
2016-05,91.09448082
2016-06,94.1429474
2016-07,90.39615453
2016-08,89.28563753
2016-09,86.26522717
2016-10,86.72195622
2016-11,85.95575036
2016-12,86.14706075
2017-01,88.67745945
2017-02,90.00176911
2017-03,87.8655063
2017-04,86.89985453
2017-05,88.29320362
2017-06,92.35989972
2017-07,96.93632027
2017-08,92.29967586
2017-09,92.11688667
2017-10,91.7903474
2017-11,92.14977642
2017-12,92.42046016
2018-01,95.20198578
2018-02,98.3705892
2018-03,101.7959176
2018-04,103.9685507
2018-05,105.5307266
2018-06,100.847424
2018-07,98.72036301
2018-08,103.4888617
2018-09,100.3430994
2018-10,100.870673
2018-11,99.63373081
2018-12,101.0960414
2019-01,101.7699716
2019-02,100.7374085
2019-03,97.5125532
2019-04,94.63380322
2019-05,94.44359878
2019-06,99.19063243
2019-07,97.55139614
2019-08,92.62567031
2019-09,91.83731564
2019-10,95.97784801
2019-11,95.56910968
2019-12,97.39705696
2020-01,100.6874972
2020-02,99.57640009
2020-03,98.02389815
2020-04,99.64731046
2020-05,98.01899699
2020-06,97.30962223
2020-07,97.27359343
2020-08,99.21767595
2020-09,104.3273445
2020-10,112.088344
2020-11,114.8435136
2020-12,116.3865504
2021-01,125.0094082
2021-02,126.1471906
2021-03,123.9083954
2021-04,126.2007689
2021-05,133.6953871
2021-06,130.3146289
2021-07,126.2570999
2021-08,130.3882585
2021-09,132.8369698
2021-10,137.1427796
2021-11,141.4447493
2021-12,140.4949807
2022-01,140.6476289
2022-02,145.2782844
2022-03,170.1313122
2022-04,169.675086
2022-05,173.5207489
2022-06,166.3365565
2022-07,147.2566538
2022-08,145.5755366
2022-09,147.9150837
2022-10,152.2816816
2022-11,150.1086228
2022-12,147.2540062
2023-01,147.492153
2023-02,146.715828
2023-03,138.5543441
2023-04,136.1406834
2023-05,129.6528757
